path,line,marker,classification,reason,excerpt
docs/project_completion_tracker.md,145,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,- Count of runtime-path-risk `NotImplementedError` branches.
docs/project_completion_tracker.md,187,TODO,defer,documentation follow-up,- Outdated TODO/FIXME items were removed/implemented in tests and docs (including
docs/project_completion_tracker.md,195,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,- Runtime-path risks identified in the inventory were eliminated by replacing `NotImplementedError` branches in request handlers with explicit `SynapseError` responses in:
docs/project_completion_tracker.md,203,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,- non-presence-worker visibility check path now returns explicit `503` `SynapseError` (no `NotImplementedError`)
docs/project_completion_tracker.md,204,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,- Runtime-path-risk `NotImplementedError` count is now tracked at **0** for request-serving flows addressed by this tracker.
docs/project_completion_tracker.md,212,TBD,defer,non-runtime debt marker,- Ownership template is no longer `_TBD_`; accountable roles are now assigned for
docs/project_scope_alignment_report.md,20,TBD,defer,non-runtime debt marker,8. **Ownership assignments** remain `_TBD_` across all major domains.
docs/project_scope_alignment_report.md,28,TODO,defer,documentation follow-up,- Resolve stale TODO/FIXME in tests/docs that no longer represent planned work.
docs/project_scope_alignment_report.md,69,TBD,defer,non-runtime debt marker,- Replace all `_TBD_` roles in tracker ownership template.
docs/scope_alignment_evidence.md,11,TBD,defer,non-runtime debt marker,The tracker required all `_TBD_` ownership slots to be replaced with explicit
docs/scope_alignment_evidence.md,17,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,| Runtime correctness (B) | Runtime Reliability Lead | Core Server Maintainers | Owns `NotImplementedError` runtime-path audit policy. |
pylint.cfg,98,FIXME,defer,non-runtime debt marker,"notes=FIXME,XXX,TODO"
scripts-dev/check_marker_budget.py,12,TODO,defer,non-runtime debt marker,"MARKER_REGEX = r""TODO|FIXME|TBD|XXX|HACK|NotImplementedError|TODO_test_"""
scripts-dev/check_pydantic_models.py,159,TODO,defer,non-runtime debt marker,# TODO: this only reports the first bad field. Can we find all bad ones
scripts-dev/check_pydantic_models.py,199,TODO,defer,non-runtime debt marker,# TODO. FieldHasUnwantedTypeException gives better error messages. Can we ditch the
scripts-dev/check_pydantic_models.py,234,TODO,defer,non-runtime debt marker,"# TODO: make ""synapse"" an argument so we can target this script at"
scripts-dev/federation_client.py,360,TODO,defer,non-runtime debt marker,# TODO: check for ipv4 literals
scripts-dev/make_full_schema.sh,221,TODO,defer,non-runtime debt marker,# TODO: we could derive DROP_COMMON_TABLES from the dump of the common-only DB. But
scripts-dev/mypy_synapse_plugin.py,195,TODO,defer,non-runtime debt marker,"# TODO Technically a cachedList only needs immutable values, but forcing them"
scripts-dev/release.py,508,TODO,defer,non-runtime debt marker,# TODO This seemed easier than using GitPython directly
scripts-dev/release.py,722,TODO,defer,non-runtime debt marker,# TODO Automatically poll until the Debs have made it to packages.matrix.org
synapse/_scripts/generate_workers_map.py,63,TODO,defer,non-runtime debt marker,# TODO:
synapse/_scripts/generate_workers_map.py,145,TODO,defer,non-runtime debt marker,TODO Don't require passing in a config
synapse/_scripts/generate_workers_map.py,149,TODO,defer,non-runtime debt marker,"# TODO We only do this to avoid an error, but don't need the database etc"
synapse/_scripts/generate_workers_map.py,186,TODO,defer,non-runtime debt marker,# TODO This assumes that all methods have the same servlet.
synapse/_scripts/generate_workers_map.py,211,TODO,defer,non-runtime debt marker,# TODO it's hard to choose between these two;
synapse/_scripts/generate_workers_map.py,236,TODO,defer,non-runtime debt marker,# TODO
synapse/_scripts/generate_workers_map.py,255,TODO,defer,non-runtime debt marker,# TODO SSO endpoints (pick_idp etc) NOT REGISTERED BY THIS SCRIPT
synapse/_scripts/register_new_matrix_user.py,308,TODO,defer,non-runtime debt marker,# TODO: consider bind_addresses
synapse/api/auth/base.py,93,XXX,defer,non-runtime debt marker,"# XXX this looks totally bogus. Why do we not allow users who have been banned,"
synapse/api/auth/base.py,189,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,raise NotImplementedError()
synapse/api/auth/base.py,371,XXX,defer,non-runtime debt marker,# XXX(quenting): I'm 95% confident that we could skip setting the
synapse/api/auth/msc3861_delegated.py,226,TODO,defer,non-runtime debt marker,# TODO: we probably want to assert the allow_guest inside this call
synapse/api/auth/msc3861_delegated.py,247,XXX,defer,non-runtime debt marker,# XXX: This is a temporary solution so that the admin API can be called by
synapse/api/auth/msc3861_delegated.py,251,XXX,defer,non-runtime debt marker,# XXX: that user doesn't exist and won't be provisioned.
synapse/api/auth/msc3861_delegated.py,268,TODO,defer,non-runtime debt marker,"# TODO: introspection verification should be more extensive, especially:"
synapse/api/auth/msc3861_delegated.py,297,TODO,defer,non-runtime debt marker,# TODO: claim mapping should be configurable
synapse/api/auth/msc3861_delegated.py,310,TODO,defer,non-runtime debt marker,# TODO: we could use SCIM to provision users ahead of time and listen
synapse/api/auth/msc3861_delegated.py,314,TODO,defer,non-runtime debt marker,# TODO: claim mapping should be configurable
synapse/api/auth/msc3861_delegated.py,366,TODO,defer,non-runtime debt marker,"# TODO: there is a few things missing in the requester here, which still need"
synapse/api/errors.py,689,TODO,defer,non-runtime debt marker,"TODO: In the future, we should split these usage scenarios into their own error types."
synapse/api/filtering.py,52,TODO,defer,non-runtime debt marker,# TODO: We don't limit event type values but we probably should...
synapse/api/filtering.py,164,TODO,defer,non-runtime debt marker,# TODO(paul): surely we should probably add a delete_user_filter or
synapse/api/filtering.py,401,TODO,defer,non-runtime debt marker,# form. TODO: Check this and probably remove it.
synapse/api/ratelimiting.py,204,XXX,defer,non-runtime debt marker,# XXX: Why is this -1? This seems to only be used in
synapse/app/generic_worker.py,107,FIXME,defer,non-runtime debt marker,# FIXME(https://github.com/matrix-org/synapse/issues/3714): We need to add
synapse/appservice/api.py,349,TODO,defer,non-runtime debt marker,# TODO: Update to stable prefixes once MSC2409 completes FCP merge.
synapse/appservice/api.py,355,TODO,defer,non-runtime debt marker,# TODO: Update to stable prefixes once MSC3202 completes FCP merge
synapse/appservice/api.py,471,TODO,defer,non-runtime debt marker,# TODO This places a lot of faith in the response shape being correct.
synapse/config/_base.py,349,TODO,defer,non-runtime debt marker,# TODO: switch to synapse.util.templates.build_jinja_env
synapse/config/cas.py,40,TODO,defer,non-runtime debt marker,# TODO Update this to a _synapse URL.
synapse/config/emailconfig.py,79,TODO,defer,non-runtime debt marker,# TODO: We should separate better the email configuration from the notification
synapse/config/emailconfig.py,111,TODO,defer,non-runtime debt marker,"# TODO: Rename notif_from to something more generic, or have a separate"
synapse/config/federation.py,27,FIXME,defer,non-runtime debt marker,# FIXME: federation_domain_whitelist needs sytests
synapse/config/oembed.py,69,TODO,defer,non-runtime debt marker,# TODO Error checking.
synapse/config/oembed.py,124,TODO,defer,non-runtime debt marker,TODO: This does not attempt to handle Unicode domain names.
synapse/config/oembed.py,125,TODO,defer,non-runtime debt marker,TODO: The domain should not allow wildcard TLDs.
synapse/config/server.py,1032,TODO,defer,non-runtime debt marker,"# TODO: Add in path validation, like if the directory exists and is writable?"
synapse/config/workers.py,237,FIXME,defer,non-runtime debt marker,# FIXME: Remove this check after a suitable amount of time.
synapse/config/workers.py,274,TODO,defer,non-runtime debt marker,# TODO: The next 3 condition blocks can be deleted after some time has
synapse/crypto/context_factory.py,53,TODO,defer,non-runtime debt marker,"TODO: replace this with an implementation of IOpenSSLServerConnectionCreator,"
synapse/crypto/context_factory.py,58,TODO,defer,non-runtime debt marker,"# TODO: once pyOpenSSL exposes TLS_METHOD and SSL_CTX_set_min_proto_version,"
synapse/event_auth.py,577,TODO,defer,non-runtime debt marker,# TODO (erikj): We should probably handle this more intelligently
synapse/event_auth.py,651,TODO,defer,non-runtime debt marker,# TODO (erikj): may_join list
synapse/event_auth.py,652,TODO,defer,non-runtime debt marker,# TODO (erikj): private rooms
synapse/event_auth.py,655,TODO,defer,non-runtime debt marker,# TODO (erikj): Implement kicks.
synapse/events/__init__.py,66,TODO,defer,non-runtime debt marker,# TODO _DictPropertyInstance should not include EventBuilder but due to
synapse/events/__init__.py,184,TODO,defer,non-runtime debt marker,# reused. TODO: fix that
synapse/events/__init__.py,210,XXX,defer,non-runtime debt marker,# XXX: These are set by StreamWorkerStore._set_before_and_after.
synapse/events/__init__.py,328,TODO,defer,non-runtime debt marker,# TODO state_key should be Optional[str]. This is generally asserted in Synapse
synapse/events/__init__.py,339,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,raise NotImplementedError()
synapse/events/utils.py,418,FIXME,defer,non-runtime debt marker,# FIXME(erikj): To handle the case of presence events and the like
synapse/federation/federation_client.py,302,TODO,defer,non-runtime debt marker,# TODO Potentially attempt multiple queries and combine the results?
synapse/federation/federation_client.py,447,TODO,defer,non-runtime debt marker,# TODO: Rate limit the number of times we try and get the same event.
synapse/federation/federation_client.py,464,TODO,defer,non-runtime debt marker,# TODO: We can probably refactor this to use `_try_destination_list`
synapse/federation/federation_client.py,1277,FIXME,defer,non-runtime debt marker,# FIXME: We should handle signature failures more gracefully.
synapse/federation/federation_client.py,1744,TODO,defer,non-runtime debt marker,# TODO: The requested timestamp may lie in a part of the
synapse/federation/federation_server.py,430,FIXME,defer,non-runtime debt marker,# FIXME (richardv): I don't think this works:
synapse/federation/federation_server.py,1251,XXX,defer,non-runtime debt marker,# XXX: Ideally we'd inform the remote we failed to process
synapse/federation/send_queue.py,192,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,raise NotImplementedError()
synapse/federation/send_queue.py,288,TODO,defer,non-runtime debt marker,# TODO: Handle target_row_count.
synapse/federation/send_queue.py,364,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,raise NotImplementedError()
synapse/federation/send_queue.py,373,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,raise NotImplementedError()
synapse/federation/send_queue.py,385,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,raise NotImplementedError()
synapse/federation/sender/__init__.py,208,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,raise NotImplementedError()
synapse/federation/sender/__init__.py,217,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,raise NotImplementedError()
synapse/federation/sender/__init__.py,228,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,raise NotImplementedError()
synapse/federation/sender/__init__.py,246,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,raise NotImplementedError()
synapse/federation/sender/__init__.py,257,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,raise NotImplementedError()
synapse/federation/sender/__init__.py,266,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,raise NotImplementedError()
synapse/federation/sender/__init__.py,270,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,raise NotImplementedError()
synapse/federation/sender/__init__.py,274,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,raise NotImplementedError()
synapse/federation/sender/__init__.py,280,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,raise NotImplementedError()
synapse/federation/sender/__init__.py,977,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,raise NotImplementedError()
synapse/federation/sender/per_destination_queue.py,130,XXX,defer,non-runtime debt marker,# XXX this is never actually used: see
synapse/federation/sender/per_destination_queue.py,291,XXX,defer,non-runtime debt marker,# XXX: this can get stuck on by a never-ending
synapse/federation/sender/transaction_manager.py,65,HACK,defer,non-runtime debt marker,# HACK to get unique tx id
synapse/federation/transport/client.py,164,TODO,defer,non-runtime debt marker,# TODO: raise?
synapse/federation/transport/client.py,241,FIXME,defer,non-runtime debt marker,# FIXME: This is only used by the tests. The actual json sent is
synapse/federation/transport/server/_base.py,296,TODO,defer,non-runtime debt marker,# TODO: Handle other method types? other content types?
synapse/federation/transport/server/federation.py,423,TODO,defer,non-runtime debt marker,# TODO(paul): assert that event_id parsed from path actually
synapse/federation/transport/server/federation.py,443,TODO,defer,non-runtime debt marker,# TODO(paul): assert that event_id parsed from path actually
synapse/federation/transport/server/federation.py,493,TODO,defer,non-runtime debt marker,# TODO(paul): assert that room_id/event_id parsed from path actually
synapse/handlers/admin.py,307,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,raise NotImplementedError()
synapse/handlers/admin.py,318,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,raise NotImplementedError()
synapse/handlers/admin.py,332,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,raise NotImplementedError()
synapse/handlers/admin.py,346,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,raise NotImplementedError()
synapse/handlers/admin.py,355,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,raise NotImplementedError()
synapse/handlers/admin.py,364,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,raise NotImplementedError()
synapse/handlers/admin.py,373,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,raise NotImplementedError()
synapse/handlers/admin.py,385,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,raise NotImplementedError()
synapse/handlers/admin.py,406,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,raise NotImplementedError()
synapse/handlers/appservice.py,253,FIXME,defer,non-runtime debt marker,# FIXME: We should use constants for these values.
synapse/handlers/appservice.py,427,TODO,defer,non-runtime debt marker,# TODO: It'd likely be more efficient to simply fetch the
synapse/handlers/appservice.py,565,FIXME,defer,non-runtime debt marker,# FIXME: We should do this farther up the call stack. We currently repeat
synapse/handlers/appservice.py,647,TODO,defer,non-runtime debt marker,"# TODO: Calculate ""left"" users."
synapse/handlers/auth.py,209,FIXME,defer,non-runtime debt marker,self.hs = hs  # FIXME better possibility to access registrationHandler later?
synapse/handlers/auth.py,1505,XXX,defer,non-runtime debt marker,# XXX(quenting): This is only needed until the 'set_device_id_for_pushers'
synapse/handlers/auth.py,1538,XXX,defer,non-runtime debt marker,# XXX(quenting): This is only needed until the 'set_device_id_for_pushers'
synapse/handlers/auth.py,1850,TODO,defer,non-runtime debt marker,# TODO This should match the amount of time the macaroon is valid for.
synapse/handlers/deactivate_account.py,91,FIXME,defer,non-runtime debt marker,# FIXME: Theoretically there is a race here wherein user resets
synapse/handlers/device.py,240,TODO,defer,non-runtime debt marker,# TODO: Check if they actually did or if we were just invited.
synapse/handlers/device.py,364,TODO,defer,non-runtime debt marker,# TODO Handle cross-signing keys.
synapse/handlers/device.py,379,TODO,defer,non-runtime debt marker,# TODO(faster_joins): worker mode support
synapse/handlers/device.py,892,TODO,defer,non-runtime debt marker,"# TODO: when called, this isn't in a logging context."
synapse/handlers/device.py,1112,TODO,defer,non-runtime debt marker,# TODO: Raise?
synapse/handlers/device.py,1134,TODO,defer,non-runtime debt marker,# TODO(faster_joins): this fetches and processes a bunch of data that we don't
synapse/handlers/device.py,1335,TODO,defer,non-runtime debt marker,# TODO(Perf): Actually batch these up
synapse/handlers/directory.py,85,TODO,defer,non-runtime debt marker,# TODO(erikj): Change this.
synapse/handlers/directory.py,87,TODO,defer,non-runtime debt marker,# TODO(erikj): Add transactions.
synapse/handlers/directory.py,88,TODO,defer,non-runtime debt marker,# TODO(erikj): Check if there is a current association.
synapse/handlers/directory.py,167,TODO,defer,non-runtime debt marker,# reasons why we said no. TODO: Allow configurable error messages
synapse/handlers/directory.py,503,TODO,defer,non-runtime debt marker,# reasons why we said no. TODO: Allow configurable error messages
synapse/handlers/e2e_keys.py,73,FIXME,defer,non-runtime debt marker,# FIXME: remove this when enough servers have upgraded
synapse/handlers/e2e_keys.py,201,TODO,defer,non-runtime debt marker,"# TODO: In practice, this path is hit fairly often in existing"
synapse/handlers/e2e_keys.py,250,TODO,defer,non-runtime debt marker,# TODO It might make sense to propagate cancellations into the
synapse/handlers/e2e_keys.py,340,TODO,defer,non-runtime debt marker,# TODO: It's weird that we'll store a failure against a
synapse/handlers/e2e_keys.py,511,TODO,defer,non-runtime debt marker,# TODO Handle cross-signing keys.
synapse/handlers/e2e_keys.py,595,TODO,defer,non-runtime debt marker,# TODO Should this query for fallback keys of uploaded OTKs if
synapse/handlers/e2e_keys.py,777,TODO,defer,non-runtime debt marker,# TODO: Validate the JSON to make sure it has the right keys.
synapse/handlers/e2e_keys.py,793,TODO,defer,non-runtime debt marker,# TODO: Sign the JSON with the server key
synapse/handlers/e2e_keys.py,1446,XXX,defer,non-runtime debt marker,# XXX is this necessary?
synapse/handlers/e2e_room_keys.py,187,TODO,defer,non-runtime debt marker,# TODO: Validate the JSON to make sure it has the right keys.
synapse/handlers/e2e_room_keys.py,189,XXX,defer,non-runtime debt marker,# XXX: perhaps we should use a finer grained lock here?
synapse/handlers/e2e_room_keys.py,331,TODO,defer,non-runtime debt marker,# TODO: Validate the JSON to make sure it has the right keys.
synapse/handlers/federation.py,109,TODO,defer,non-runtime debt marker,# TODO: We can refactor this away now that there is only one backfill point again
synapse/handlers/federation.py,399,TODO,defer,non-runtime debt marker,# TODO: Correctly handle the case where we are allowed to see the
synapse/handlers/federation.py,452,TODO,defer,non-runtime debt marker,# TODO: HEURISTIC ALERT.
synapse/handlers/federation.py,460,TODO,defer,non-runtime debt marker,# TODO: Should we try multiple of these at a time?
synapse/handlers/federation.py,481,TODO,defer,non-runtime debt marker,# TODO: We can probably do something more intelligent here.
synapse/handlers/federation.py,550,TODO,defer,non-runtime debt marker,"# TODO: we could also try servers which were previously in the room, but"
synapse/handlers/federation.py,602,TODO,defer,non-runtime debt marker,"# TODO: We should be able to call this on workers, but the upgrading of"
synapse/handlers/federation.py,604,TODO,defer,non-runtime debt marker,"# TODO: Before we relax this condition, we need to allow re-syncing of"
synapse/handlers/federation.py,706,TODO,defer,non-runtime debt marker,# TODO(faster_joins):
synapse/handlers/federation.py,742,TODO,defer,non-runtime debt marker,# TODO(faster_joins):
synapse/handlers/federation.py,1171,FIXME,defer,non-runtime debt marker,# FIXME: Do this in a nicer way
synapse/handlers/federation.py,1712,TODO,defer,non-runtime debt marker,# TODO: make this better
synapse/handlers/federation.py,1884,TODO,defer,non-runtime debt marker,"# TODO(faster_joins,multiple workers)"
synapse/handlers/federation.py,1891,TODO,defer,non-runtime debt marker,# TODO(faster_joins): do we need to lock to avoid races? What happens if other
synapse/handlers/federation.py,1896,TODO,defer,non-runtime debt marker,# TODO(faster_joins): what happens if we leave the room during a resync? if we
synapse/handlers/federation.py,1919,TODO,defer,non-runtime debt marker,# TODO(faster_joins): notify workers in notify_room_un_partial_stated
synapse/handlers/federation.py,1978,TODO,defer,non-runtime debt marker,# TODO(faster_joins) giving up isn't the right thing to do
synapse/handlers/federation.py,1992,TODO,defer,non-runtime debt marker,"# TODO: We should `record_event_failed_pull_attempt` here,"
synapse/handlers/federation_event.py,209,TODO,defer,non-runtime debt marker,"# TODO: replace this with something more elegant, probably based around the"
synapse/handlers/federation_event.py,313,FIXME,defer,non-runtime debt marker,# FIXME: Currently we fetch an event again when we already have it
synapse/handlers/federation_event.py,413,XXX,defer,non-runtime debt marker,# for us not to have all the prev_events. (XXX: apart from
synapse/handlers/federation_event.py,782,TODO,defer,non-runtime debt marker,TODO: make this more useful to distinguish failures of the remote
synapse/handlers/federation_event.py,844,XXX,defer,non-runtime debt marker,# XXX: we set timeout to 10s to help workaround
synapse/handlers/federation_event.py,1355,TODO,defer,non-runtime debt marker,"# TODO: we probably won't actually need all of the auth events, since we"
synapse/handlers/federation_event.py,1391,TODO,defer,non-runtime debt marker,# TODO: might it be better to have an API which lets us do an aggregate event
synapse/handlers/federation_event.py,1444,XXX,defer,non-runtime debt marker,# XXX: this doesn't sound right? it means that we'll end up with incomplete
synapse/handlers/federation_event.py,1776,XXX,defer,non-runtime debt marker,# XXX: it might be possible to kick this process off in parallel with fetching
synapse/handlers/federation_event.py,1914,TODO,defer,non-runtime debt marker,# TODO: use a different rejected reason here?
synapse/handlers/federation_event.py,2299,XXX,defer,non-runtime debt marker,# XXX richvdh 2021/10/07: I don't really understand what this
synapse/handlers/federation_event.py,2444,TODO,defer,non-runtime debt marker,"# TODO retrieve the previous state, and exclude join -> join transitions"
synapse/handlers/identity.py,219,XXX,defer,non-runtime debt marker,data = json_decoder.decode(e.msg)  # XXX WAT?
synapse/handlers/identity.py,480,XXX,defer,non-runtime debt marker,# XXX: We shouldn't need to keep wrapping and unwrapping this value
synapse/handlers/initial_sync.py,419,TODO,defer,non-runtime debt marker,# TODO: These concurrently
synapse/handlers/message.py,328,XXX,defer,non-runtime debt marker,"# XXX: if the user has subsequently joined and then left again,"
synapse/handlers/message.py,1882,TODO,defer,non-runtime debt marker,# TODO: check that the original_alt_aliases' entries are all strings
synapse/handlers/message.py,1910,TODO,defer,non-runtime debt marker,# TODO: Can we add signature from remote server in a nicer
synapse/handlers/message.py,1919,TODO,defer,non-runtime debt marker,# TODO: Make sure the signatures actually are correct.
synapse/handlers/oidc.py,647,XXX,defer,non-runtime debt marker,"'e': 'XXXX',"
synapse/handlers/oidc.py,648,XXX,defer,non-runtime debt marker,"'n': 'XXXX',"
synapse/handlers/oidc.py,1282,TODO,defer,non-runtime debt marker,"# TODO: this responds with a 400 status code, which is what the OIDC"
synapse/handlers/oidc.py,1505,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,raise NotImplementedError()
synapse/handlers/oidc.py,1518,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,raise NotImplementedError()
synapse/handlers/oidc.py,1534,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,raise NotImplementedError()
synapse/handlers/pagination.py,544,XXX,defer,non-runtime debt marker,# XXX: It's possible we could tolerate longer gaps if we checked
synapse/handlers/pagination.py,550,XXX,defer,non-runtime debt marker,# XXX: If we had something like MSC3871 to indicate gaps in the
synapse/handlers/pagination.py,633,TODO,defer,non-runtime debt marker,# TODO: remove redundant members
synapse/handlers/pagination.py,635,FIXME,defer,non-runtime debt marker,# FIXME: we also care about invite targets etc.
synapse/handlers/presence.py,982,TODO,defer,non-runtime debt marker,# TODO: We should probably ensure there are no races hereafter
synapse/handlers/presence.py,1382,TODO,defer,non-runtime debt marker,# TODO: This is a hack for lack of multi-device support. Unfortunately
synapse/handlers/presence.py,1464,TODO,defer,non-runtime debt marker,# TODO(markjh): replicate the unpersisted changes.
synapse/handlers/presence.py,1581,TODO,defer,non-runtime debt marker,# TODO: Only send presence states to remote hosts that don't already
synapse/handlers/presence.py,1956,TODO,defer,non-runtime debt marker,"# TODO: This feels wildly inefficient, and it's unfortunate we need to ask the"
synapse/handlers/register.py,929,TODO,defer,non-runtime debt marker,# TODO: 3pid registration can actually happen on the workers. Consider
synapse/handlers/relations.py,105,TODO,defer,non-runtime debt marker,TODO Accept a PaginationConfig instead of individual pagination parameters.
synapse/handlers/relations.py,123,TODO,defer,non-runtime debt marker,# TODO Properly handle a user leaving a room.
synapse/handlers/relations.py,566,TODO,defer,non-runtime debt marker,# TODO Properly handle a user leaving a room.
synapse/handlers/room.py,608,XXX,defer,non-runtime debt marker,# XXX invites/joins
synapse/handlers/room.py,609,XXX,defer,non-runtime debt marker,# XXX 3pid invites
synapse/handlers/room.py,904,TODO,defer,non-runtime debt marker,# reasons why we said no. TODO: Allow configurable error messages
synapse/handlers/room.py,1513,XXX,defer,non-runtime debt marker,# XXX: why do we return the state as of the last event rather than the
synapse/handlers/room.py,1658,XXX,defer,non-runtime debt marker,"# XXX: When we see that the remote server is not trustworthy,"
